企业名称,岗位,专业,数量,薪资,学历,工作性质,其他需求,邮箱
邦盟孚图品牌营销策划（武汉）有限公司,新媒体运营,"【本科】市场营销,【本科】经济学,【本科】广告学,【本科】社会学",3,3000-4499,大专,全职,,454292799@qq.com
邦盟孚图品牌营销策划（武汉）有限公司,新媒体运营,"【本科】市场营销,【本科】广告学,【本科】社会学",5,1500-1999,不限,实习,,454292799@qq.com
邦盟孚图品牌营销策划（武汉）有限公司,文案,【本科】广告学,3,4500-5999,本科,全职,,454292799@qq.com
邦盟孚图品牌营销策划（武汉）有限公司,手绘,【本科】视觉传达设计,2,1500-1999,不限,实习,,454292799@qq.com
湖北宜化集团有限责任公司,储备干部,"【本科】应用化学,【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】能源与动力工程,【本科】自动化,【本科】会计学,【本科】人力资源管理,【本科】法学,【本科】行政管理",100,3000-4499,本科,全职,,hr@hbyihua.cn
广西壮族自治区亚热带作物研究所,专业技术,"【本科】植物保护,【本科】农学,【本科】生物工程,【本科】园艺,【本科】茶学,【本科】人力资源管理,【本科】行政管理",1,4500-5999,本科,全职,本科及以上学历,gxrzs1@163.com
广西壮族自治区亚热带作物研究所,行政管理,【本科】行政管理,2,4500-5999,本科,全职,本科及以上学历,gxrzs1@163.com
广西壮族自治区亚热带作物研究所,专业技术,【本科】农学,2,4500-5999,本科,全职,本科及以上学历,gxrzs1@163.com
广西壮族自治区亚热带作物研究所,专业技术,【本科】生物工程,2,4500-5999,本科,全职,本科及以上学历,gxrzs1@163.com
广西壮族自治区亚热带作物研究所,专业技术,【本科】园艺,2,4500-5999,本科,全职,本科及以上学历,gxrzs1@163.com
广西壮族自治区亚热带作物研究所,专业技术,【本科】茶学,1,4500-5999,本科,全职,本科及以上学历,gxrzs1@163.com
广西壮族自治区亚热带作物研究所,行政管理,【本科】人力资源管理,1,4500-5999,本科,全职,本科及以上学历,gxrzs1@163.com
广西壮族自治区亚热带作物研究所,专业技术,【本科】设施农业科学与工程,1,4500-5999,本科,全职,本科及以上学历,gxrzs1@163.com
武汉绿色巨农农牧股份有限公司,管培生,不限专业,20,3000-4499,本科,全职,动物科学、畜牧兽医优先,2240468329@qq.com
武汉绿色巨农农牧股份有限公司,人力行政专员,"【本科】动物医学,【本科】动物科学,【本科】人力资源管理,【本科】工商管理,【本科】行政管理",5,3000-4499,本科,全职,,2240468329@qq.com
武汉绿色巨农农牧股份有限公司,环保员,不限专业,5,4500-5999,不限,全职,,2240468329@qq.com
武汉绿色巨农农牧股份有限公司,养猪技术员,"【本科】动物医学,【本科】动物科学",10,3000-4499,不限,全职,,2240468329@qq.com
广州影子科技有限公司,前端开发工程师,【本科】计算机科学与技术,15,10000-14999,本科,全职,,campus@yingzi.com
广州影子科技有限公司,后端开发工程师,【本科】计算机科学与技术,20,10000-14999,本科,全职,,campus@yingzi.com
广州影子科技有限公司,UED,【本科】计算机科学与技术,10,10000-14999,本科,全职,,campus@yingzi.com
广州影子科技有限公司,运维工程师,【本科】计算机科学与技术,10,10000-14999,本科,全职,,campus@yingzi.com
广州影子科技有限公司,测试工程师,【本科】计算机科学与技术,10,10000-14999,本科,全职,,campus@yingzi.com
广州影子科技有限公司,AI工程师,【本科】计算机科学与技术,10,10000-14999,硕士,全职,,campus@yingzi.com
广州影子科技有限公司,大数据研发工程师,"【本科】计算机科学与技术,【本科】信息管理与信息系统",10,10000-14999,本科,全职,,campus@yingzi.com
广州影子科技有限公司,财务,【本科】会计学,5,8000-9999,本科,全职,,campus@yingzi.com
广州影子科技有限公司,管理培训生,"【本科】行政管理,【本科】人力资源管理,【本科】市场营销,【本科】经济学,【本科】工商管理,【本科】国际经济与贸易,【本科】张之洞班（文管）,【本科】会计学,【本科】英语,【本科】商务英语,【本科】计算机科学与技术",10,8000-9999,本科,全职,,campus@yingzi.com
广东中迅农科股份有限公司,管理培训生,"【本科】植物保护,【本科】人力资源管理,【本科】市场营销,【本科】信息管理与信息系统",5,4500-5999,本科,全职,工作地点：惠州总部,zxnkhr@163.com
广东中迅农科股份有限公司,研发工程师助理,"【本科】植物保护,【本科】农学,【本科】应用化学",3,4500-5999,本科,全职,工作地点：惠州总部、荆门,zxnkhr@163.com
广东中迅农科股份有限公司,化学分析研究助理,"【本科】农学,【本科】应用化学",5,4500-5999,本科,全职,工作地点：长沙（研究院）,zxnkhr@163.com
广东中迅农科股份有限公司,合成工艺研究员,"【本科】农学,【本科】应用化学",5,4500-5999,本科,全职,工作地点：长沙（研究院）,zxnkhr@163.com
广东中迅农科股份有限公司,销售助理,"【本科】植物保护,【本科】农学,【本科】园艺,【本科】园林,【本科】应用化学,【本科】市场营销",8,4500-5999,本科,全职,工作地点：户籍所在地,zxnkhr@163.com
广东中迅农科股份有限公司,技术推广员,"【本科】植物保护,【本科】农学,【本科】应用化学,【本科】园艺",8,4500-5999,本科,全职,工作地点：全国,zxnkhr@163.com
广东中迅农科股份有限公司,产品经理助理,"【本科】植物保护,【本科】农学",5,4500-5999,本科,全职,工作地点：惠州、成都、长沙,zxnkhr@163.com
广东中迅农科股份有限公司,机械管理储干,"【本科】机械设计制造及其自动化,【本科】自动化",5,4500-5999,本科,全职,工作地点：成都、南昌、岳阳,zxnkhr@163.com
广东中迅农科股份有限公司,品管化验员,【本科】应用化学,3,4500-5999,本科,全职,工作地点：荆门、岳阳、南昌,zxnkhr@163.com
广东中迅农科股份有限公司,工艺员,【本科】应用化学,2,4500-5999,本科,全职,工作内容：岳阳,zxnkhr@163.com
湖北省种子集团有限公司,育种人员,"【本科】农学,【本科】种子科学与工程,【本科】植物保护,【本科】植物科学与技术",2,3000-4499,本科,全职,,1044541783@qq.com
湖北省种子集团有限公司,营销人员,"【本科】农学,【本科】种子科学与工程,【本科】植物保护,【本科】植物科学与技术,【本科】园艺",4,3000-4499,大专,全职,,1044541783@qq.com
湖北省种子集团有限公司,生产人员,"【本科】农学,【本科】种子科学与工程,【本科】植物保护,【本科】植物科学与技术",2,3000-4499,大专,全职,,1044541783@qq.com
武汉武大绿洲生物技术有限公司,肥料检测员,"【本科】农学,【本科】农业资源与环境,【本科】环境工程,【本科】园艺,【本科】植物保护,【本科】环境科学,【本科】应用化学,【本科】生物工程,【本科】植物科学与技术",1,3000-4499,大专,全职,,591978801@qq.com
武汉武大绿洲生物技术有限公司,肥料研发员,"【本科】农学,【本科】应用化学,【本科】环境科学,【本科】农业资源与环境,【本科】环境工程,【本科】环境生态工程,【本科】园艺,【本科】生物工程,【本科】植物科学与技术,【本科】植物保护,【本科】国家生命科学与技术人才培养基地（生物技术）",2,4500-5999,本科,全职,,591978801@qq.com
武汉武大绿洲生物技术有限公司,制剂配方研发,"【本科】农学,【本科】应用化学,【本科】环境科学,【本科】农业资源与环境,【本科】环境工程,【本科】生物工程",2,4500-5999,本科,全职,,591978801@qq.com
武汉武大绿洲生物技术有限公司,研发技术员,"【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】应用化学,【本科】环境工程,【本科】环境科学,【本科】环境生态工程,【本科】农业资源与环境",2,4500-5999,本科,全职,,591978801@qq.com
武汉武大绿洲生物技术有限公司,研发实习生,"【本科】农学,【本科】种子科学与工程,【本科】植物保护,【本科】植物科学与技术,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】应用化学,【本科】环境科学,【本科】地理信息科学,【本科】农业资源与环境,【本科】环境生态工程,【本科】环境工程,【本科】园林,【本科】林学,【本科】设施农业科学与工程,【本科】茶学,【本科】园艺,【本科】风景园林",5,2000-2999,本科,实习,,591978801@qq.com
武汉武大绿洲生物技术有限公司,绿色防控推广员,"【本科】农学,【本科】植物保护,【本科】植物科学与技术,【本科】园林,【本科】林学,【本科】设施农业科学与工程,【本科】园艺,【本科】风景园林,【本科】茶学",5,2000-2999,本科,全职,,591978801@qq.com
武汉武大绿洲生物技术有限公司,农资业务员,不限专业,5,10000-14999,本科,全职,,591978801@qq.com
武汉武大绿洲生物技术有限公司,日化业务员,不限专业,5,10000-14999,本科,全职,,591978801@qq.com
武汉武大绿洲生物技术有限公司,办公室助理,不限专业,1,3000-4499,大专,全职,,591978801@qq.com
武汉武大绿洲生物技术有限公司,销售内勤,不限专业,1,3000-4499,大专,全职,,591978801@qq.com
武汉武大绿洲生物技术有限公司,国际贸易助理,"【本科】英语,【本科】商务英语",1,3000-4499,本科,全职,,591978801@qq.com
美好置业集团股份有限公司,基地储备主管,"【本科】农学,【本科】植物保护,【本科】植物科学与技术,【本科】种子科学与工程,【本科】设施农业科学与工程,【本科】园艺,【本科】园林,【本科】林学,【本科】茶学,【本科】风景园林,【本科】食品科学与工程,【本科】食品质量与安全,【本科】水产养殖学,【本科】水族科学与技术,【本科】动物医学,【本科】动物科学,【本科】农林经济管理,【本科】土地资源管理,【本科】生物信息学,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】农业资源与环境,【本科】环境工程,【本科】环境生态工程",30,8000-9999,本科,全职,,zhanff@000667.com
美好置业集团股份有限公司,食品研发,"【本科】食品科学与工程,【本科】食品质量与安全,【本科】水产养殖学,【本科】水族科学与技术",20,10000-14999,硕士,全职,,zhanff@000667.com
美好置业集团股份有限公司,技术储备主管,"【本科】农学,【本科】种子科学与工程,【本科】植物保护,【本科】植物科学与技术,【本科】动物医学,【本科】动物科学,【本科】林学,【本科】园林,【本科】设施农业科学与工程,【本科】茶学,【本科】园艺,【本科】风景园林,【本科】水产养殖学,【本科】水族科学与技术",30,8000-9999,本科,全职,,zhanff@000667.com
美好置业集团股份有限公司,疾病防治,"【本科】动物医学,【本科】动物科学,【本科】水族科学与技术,【本科】水产养殖学",10,10000-14999,硕士,全职,,zhanff@000667.com
美好置业集团股份有限公司,营销,不限专业,20,10000-14999,本科,全职,,zhanff@000667.com
美好置业集团股份有限公司,技术研发,"【本科】水产养殖学,【本科】水族科学与技术",5,10000-14999,硕士,全职,,zhanff@000667.com
上海链家房地产经纪有限公司,房产经纪管培生,不限专业,20,8000-9999,本科,全职,,270858@sh.lianjia.com
天康生物股份有限公司,研发技术员,"【本科】动物医学,【本科】动物科学",15,8000-9999,硕士,全职,,teconhr@foxmail.com
天康生物股份有限公司,技术管理培训生,"【本科】动物医学,【本科】动物科学",20,4500-5999,本科,全职,,teconhr@foxmail.com
山东宝来利来生物工程股份有限公司,产品研发,"【本科】动物医学,【本科】动物科学,【本科】环境工程,【本科】生物工程,【本科】植物保护",10,4500-5999,硕士,全职,,blll96@163.com
山东宝来利来生物工程股份有限公司,技术服务,"【本科】动物医学,【本科】动物科学,【本科】植物保护,【本科】生物工程,【本科】环境工程",10,4500-5999,不限,全职,,blll96@163.com
山东宝来利来生物工程股份有限公司,销售专员,不限专业,10,4500-5999,不限,全职,,blll96@163.com
山东宝来利来生物工程股份有限公司,储备干部,不限专业,10,4500-5999,不限,全职,,blll96@163.com
武汉凌云建筑装饰工程有限公司,幕墙设计师,"【本科】机械设计制造及其自动化,【本科】农业机械化及其自动化,【本科】机械电子工程",20,3000-4499,本科,全职,,hr@lingyuncw.com
武汉凌云建筑装饰工程有限公司,工程管理,【本科】工程管理,20,3000-4499,本科,全职,,hr@lingyuncw.com
武汉凌云建筑装饰工程有限公司,翻译,"【本科】英语,【本科】商务英语,【本科】工程管理",4,3000-4499,本科,全职,,hr@lingyuncw.com
武汉凌云建筑装饰工程有限公司,法务专员,【本科】法学,2,3000-4499,本科,全职,,hr@lingyuncw.com
中国人寿保险股份有限公司武汉市分公司,综合金融客户经理,"【本科】经济学,【本科】工商管理,【本科】人力资源管理,【本科】市场营销,【本科】会计学,【本科】行政管理",30,8000-9999,本科,全职,,273048331@qq.com
中国人寿保险股份有限公司武汉市分公司,售后服务经理,"【本科】经济学,【本科】工商管理,【本科】人力资源管理,【本科】会计学,【本科】市场营销",20,6000-7999,本科,全职,,273048331@qq.com
中国人寿保险股份有限公司武汉市分公司,人事专员,"【本科】经济学,【本科】工商管理,【本科】人力资源管理,【本科】会计学,【本科】市场营销",5,4500-5999,本科,全职,,273048331@qq.com
中国人寿保险股份有限公司武汉市分公司,储备主管,"【本科】经济学,【本科】工商管理,【本科】会计学,【本科】人力资源管理,【本科】市场营销",10,8000-9999,本科,全职,,273048331@qq.com
中国人寿保险股份有限公司武汉市分公司,筹建负责人,"【本科】经济学,【本科】工商管理,【本科】人力资源管理,【本科】会计学,【本科】市场营销",2,10000-14999,本科,全职,,273048331@qq.com
武汉愿景土地咨询有限公司,土地整理技术员,"【本科】农学,【本科】地理信息科学,【本科】农业资源与环境,【本科】土地资源管理",10,4500-5999,本科,不限,无,40831129@qq.com
武汉愿景土地咨询有限公司,土地规划技术员,"【本科】农学,【本科】农业资源与环境,【本科】土地资源管理",10,4500-5999,本科,不限,无,40831129@qq.com
武汉愿景土地咨询有限公司,市场开发员,"【本科】市场营销,【本科】经济学",5,4500-5999,本科,不限,无,40831129@qq.com
武汉愿景土地咨询有限公司,数据处理技术员,"【本科】计算机科学与技术,【本科】地理信息科学,【本科】农业资源与环境",10,4500-5999,本科,不限,无,40831129@qq.com
武汉愿景土地咨询有限公司,项目负责人,"【本科】农学,【本科】地理信息科学,【本科】农业资源与环境",3,6000-7999,本科,全职,无,40831129@qq.com
武汉科诺生物科技股份有限公司,技术推广员,"【本科】植物保护,【本科】农学,【本科】植物科学与技术",5,3000-4499,本科,全职,,1105201863@qq.com
武汉科诺生物科技股份有限公司,国际业务员,"【本科】农学,【本科】植物保护,【本科】植物科学与技术,【本科】种子科学与工程,【本科】生物工程",2,4500-5999,硕士,全职,,1105201863@qq.com
广州建软科技股份有限公司武汉分公司,实施工程师,"【本科】信息管理与信息系统,【本科】工程管理,【本科】计算机科学与技术,【本科】信息与计算科学",5,4500-5999,本科,全职,,yuanjing@jrsoft.online
广州建软科技股份有限公司武汉分公司,储备项目经理,"【本科】计算机科学与技术,【本科】工程管理,【本科】信息管理与信息系统,【本科】信息与计算科学",2,4500-5999,本科,全职,,yuanjing@jrsoft.online
广州建软科技股份有限公司武汉分公司,JAVA工程师,"【本科】信息与计算科学,【本科】信息管理与信息系统,【本科】工程管理,【本科】计算机科学与技术",5,4500-5999,本科,全职,,yuanjing@jrsoft.online
广州建软科技股份有限公司武汉分公司,前端工程师,"【本科】信息与计算科学,【本科】计算机科学与技术,【本科】信息管理与信息系统,【本科】工程管理",2,4500-5999,本科,全职,,yuanjing@jrsoft.online
广州建软科技股份有限公司武汉分公司,销售专员,不限专业,5,4500-5999,不限,全职,,yuanjing@jrsoft.online
沈阳万类生物科技有限公司,英文翻译,"【本科】生物工程,【本科】农学,【本科】植物科学与技术,【本科】林学",5,6000-7999,硕士,全职,1.英语六级，雅思总分≥ 6分，托福总分≥ 90分，三项满足其一即可。,linlin.gao@wanleibio.com
沈阳万类生物科技有限公司,技术支持  （生物信息学方向）,"【本科】农学,【本科】林学,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）,【本科】生物工程,【本科】生物信息学",5,6000-7999,硕士,全职,1. 有生物统计分析或生物信息学相关背景者优先考虑； 2. 研究方向为医学类且课题具有前瞻性者优先考虑； 3. 逻辑能力强。,linlin.gao@wanleibio.com
沈阳万类生物科技有限公司,技术支持,"【本科】农学,【本科】林学,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",5,6000-7999,硕士,全职,1.生物学相关专业，硕士及以上学历； 2.熟悉常用的分子生物学，细胞生物学等相关技术； 3.学习能力强，善于总结、探索新技术。,linlin.gao@wanleibio.com
沈阳万类生物科技有限公司,基因敲除高级工程师 ,"【本科】农学,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】林学",5,6000-7999,硕士,全职,具备大、小鼠基因敲除构建经验。,linlin.gao@wanleibio.com
沈阳万类生物科技有限公司,腺病毒包装工程师 ,"【本科】农学,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】林学",5,6000-7999,硕士,全职,具有腺病毒制备经验。,linlin.gao@wanleibio.com
沈阳万类生物科技有限公司,单抗制备工程师 ,"【本科】农学,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",5,6000-7999,硕士,全职,具有单抗制备经验。,linlin.gao@wanleibio.com
沈阳万类生物科技有限公司,储备项目负责人    ,"【本科】农学,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】林学",5,6000-7999,硕士,全职,至少熟练掌握分子、蛋白、细胞、动物以及病理其中一个方向的技术。,linlin.gao@wanleibio.com
沈阳万类生物科技有限公司,实验员,"【本科】农学,【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】林学,【本科】食品科学与工程",5,3000-4499,本科,全职,,linlin.gao@wanleibio.com
沈阳万类生物科技有限公司,销售工程师（生物/实验外包）,不限专业,50,6000-7999,本科,全职,,linlin.gao@wanleibio.com
沈阳万类生物科技有限公司,销售代表,不限专业,20,4500-5999,大专,全职,,linlin.gao@wanleibio.com
武汉菲沙基因信息有限公司,销售经理,"【本科】农学,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程,【本科】应用化学,【本科】生物信息学",20,8000-9999,本科,全职,1、本科及以上学历，医学、农学、生物学相关专业背景； 2、乐于从事销售工作，能承受较大的工作压力； 3、敏锐的市场感知力，熟练掌握与推广服务相关的技术知识； 4、有良好的学习能力和人际沟通能力，有很强的开拓进取精神，责任心强； 5、有生物技术服务产品的销售经验者优先。,hr@frasergen.com
武汉菲沙基因信息有限公司,大区销售经理,"【本科】农学,【本科】生物工程,【本科】应用化学,【本科】生物信息学",2,15000-19999,本科,全职,1、本科及以上学历，农学，医学、生物相关专业背景； 2、乐于从事销售工作，能承受较大的工作压力； 3、敏锐的市场感知力，熟练掌握与推广服务相关的技术知识； 4、有良好的学习能力和人际沟通能力，有很强的开拓进取精神，责任心强； 5、有2年以上测序及生物信息分析服务产品的销售经验者优先； 6、能适应出差。,hr@frasergen.com
武汉菲沙基因信息有限公司,高级生物信息学主管,"【本科】农学,【本科】生物工程,【本科】应用化学,【本科】生物信息学,【本科】计算机科学与技术",5,15000-19999,本科,全职,1、有良好的团队协作精神和领导能力； 2、基因组学、生物信息学、遗传学、计算机科学或相关学科的硕士以上学位，2年以上工作经验； 3、有熟练的英文读写能力以及较强的科技报告和学术论文写作能力； 4、具有至少以下一个方面的研究背景：基因组组装，重测序，靶向测序，宏基因组学或比较基因组学。 5、有海外教育和科研背景者优先考虑。,hr@frasergen.com
武汉菲沙基因信息有限公司,高级生物信息分析师,"【本科】农学,【本科】生物工程,【本科】应用化学,【本科】生物信息学",15,8000-9999,本科,全职,1、生物信息学、生物学、数学、物理学、化学、计算机学相关专业，本科三年以上相关工作经验或硕士一年以上相关工作经验，特别优秀可以放宽学位和工作经验要求； 2、扎实的生物信息学基础，熟练掌握高通量测序数据分析的原理、流程及常用工具； 3、熟悉Linux操作系统，掌握Shell、Perl/Python/C++/Java/R语言编程进行数据处理和统计分析的方法； 4、有较强英文文献阅读能力，具备熟练的报告文档写作能力； 5、较强的学习能力，良好的沟通与表达能力，能承受工作压力，具有团队合作精神； 6、了解生物信息算法或具备软件开发经验者优先。,hr@frasergen.com
武汉菲沙基因信息有限公司,生物信息分析师,"【本科】农学,【本科】生物工程,【本科】应用化学,【本科】生物信息学",30,8000-9999,本科,全职,1、生物信息学、生物学、数学、物理学、化学、计算机学相关专业，本科及以上学历； 2、熟悉基因组知识和常用的生物信息数据库； 3、有Perl/Python/C++/Java经验，熟悉Linux操作； 4、有较强英文文献阅读能力，具备熟练的报告文档写作能力； 5、有算法设计和软件开发经验的优先； 6、有高通量二代或三代测序数据分析经验者优先。,hr@frasergen.com
武汉菲沙基因信息有限公司,科学顾问,"【本科】农学,【本科】生物工程,【本科】生物信息学",5,15000-19999,本科,全职,1、生物相关专业，博士学历，以第一作者或通讯作者身份发表过SCI论文； 2、主导或重点参与过科研课题和项目，有基因组de novo，三维基因组和群体研究项目经验优先考虑； 3、具备优秀的科研思维，能够与重要客户进行课题思路、科学意义的讨论，并在技术层面给予客户一定地引导； 4、有较好的英文文献阅读和写作能力；有良好的分析总结能力，对科研充满热情。 5、有良好的沟通协调能力和团队协作精神，执行能力强，工作细致、严谨，好学上进，乐于接受挑战，能在较大的压力下保持良好工作状态。,hr@frasergen.com
武汉菲沙基因信息有限公司,产品经理,"【本科】农学,【本科】生物工程,【本科】应用化学,【本科】生物信息学",10,6000-7999,本科,全职,1、分子生物学、分子育种、 医学或生物信息学相关专业，硕士或以上学历； 2、有两年以上市场工作或产品工作经验，熟悉高通量测序相关技术； 3、逻辑思维能力强，对数据敏感，具备优秀的分析能力； 4、有较强的文字撰写能力，有良好的英语听说读写能力、资料检索与论文撰写能力； 5、有良好的沟通协调能力和团队协作精神，执行能力强，工作细致、严谨，好学上进，乐于接受挑战，能在较大的压力下保持良好工作状态； 6、熟练掌握Word、Excel、Powerpoint等常用办公软件。,hr@frasergen.com
武汉菲沙基因信息有限公司,软件开发工程师,"【本科】信息与计算科学,【本科】计算机科学与技术",5,6000-7999,本科,全职,"1、计算机科学，软件工程，电子信息等相关专业,全日制统招本科以上学历； 2、 熟练至少一种JAVA/C/C++等高级语言，熟练至少一种shell/python/perl/ruby等脚本语言和开发工具，熟悉SSH等主流开发框架； 3、熟悉WEB相关知识: HTML/JS/CSS等；",hr@frasergen.com
武汉桃李面包有限公司,生产储备干部,"【本科】应用化学,【本科】生物工程,【本科】食品科学与工程,【本科】食品质量与安全",5,4500-5999,本科,全职,,dlhrb_zhengmj@126.com
武汉桃李面包有限公司,设备储备干部,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】农业机械化及其自动化",5,4500-5999,本科,全职,,dlhrb_zhengmj@126.com
武汉桃李面包有限公司,营销储备干部,"【本科】工商管理,【本科】市场营销",10,4500-5999,本科,全职,专业不限,dlhrb_zhengmj@126.com
武汉桃李面包有限公司,财务储备干部,"【本科】会计学,【本科】国际经济与贸易",3,4500-5999,本科,全职,,dlhrb_zhengmj@126.com
武汉桃李面包有限公司,厂长助理,【本科】经济学,5,4500-5999,本科,全职,不限专业,dlhrb_zhengmj@126.com
合肥新东方外语培训学校,中小学语文教师,不限专业,30,8000-9999,本科,全职,,hfzp@xdf.cn
合肥新东方外语培训学校,中小学数学教师,不限专业,30,8000-9999,本科,全职,,hfzp@xdf.cn
合肥新东方外语培训学校,中小学英语教师,不限专业,30,8000-9999,本科,全职,（英语教师岗位要求：六级500+或专四专八通过，国外教师要求托福100+或雅思7.0+）,hfzp@xdf.cn
合肥新东方外语培训学校,中学物理教师,不限专业,30,8000-9999,本科,全职,,hfzp@xdf.cn
合肥新东方外语培训学校,中学化学教师,不限专业,30,8000-9999,本科,全职,,hfzp@xdf.cn
合肥新东方外语培训学校,中学生物教师,不限专业,5,8000-9999,本科,全职,,hfzp@xdf.cn
武汉中航传感技术有限责任公司,研发工程师,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】农业机械化及其自动化,【本科】计算机科学与技术,【本科】信息与计算科学",20,6000-7999,本科,全职,,waschr@163.com
武汉中航传感技术有限责任公司,工艺工程师,【本科】机械设计制造及其自动化,5,4500-5999,本科,全职,,waschr@163.com
武汉中航传感技术有限责任公司,质量工程师,"【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】农业机械化及其自动化,【本科】自动化,【本科】能源与动力工程",2,4500-5999,本科,全职,,waschr@163.com
武汉中航传感技术有限责任公司,管理人员,"【本科】工程管理,【本科】行政管理,【本科】经济学,【本科】工商管理,【本科】人力资源管理,【本科】会计学,【本科】市场营销",5,4500-5999,本科,全职,,waschr@163.com
宜昌正大有限公司,销售员,不限专业,10,8000-9999,本科,全职,1、本科及以上学历，28岁以下，专业不限； 2、热爱销售，沟通能力强、组织能力强； 3、吃苦耐劳、勤奋踏实，能适应长期出差工作环境； 4、应届毕业生亦可，党员及学生会干部优先。,729563666@qq.com
宜昌正大有限公司,人事专员,"【本科】人力资源管理,【本科】工商管理,【本科】经济学,【本科】国际经济与贸易,【本科】农林经济管理,【本科】行政管理",1,6000-7999,本科,全职,1、本科及以上学历，经济管理类相关专业； 2、组织能力强，沟通能力强，文字功底强； 3、党员及学干优先。,729563666@qq.com
宜昌正大有限公司,品管储备干部,"【本科】生物信息学,【本科】应用化学,【本科】生物工程,【本科】食品科学与工程",1,6000-7999,本科,全职,1、本科及以上学历，化学等相关专业； 2、组织能力强，沟通能力强； 3、党员及学干优先。,729563666@qq.com
宜昌正大有限公司,生产储备干部,"【本科】机械设计制造及其自动化,【本科】自动化",1,6000-7999,本科,全职,1、本科及以上学历，机械等相关专业；2、细心热忱，沟通能力强；3、应届毕业生亦可，党员及学干优先,729563666@qq.com
江苏农博生物科技有限公司,国际销售员,【本科】农学,5,4500-5999,本科,全职,1、有意从事农药/化工出口业务工作； 2、农药、化工、植保、贸易、英语等相关专业大学本科学历；（条件优秀可以考虑专科学历） 3、英语6级，较强的英语口语交流能力和书写能力； 4、擅长沟通，有亲和力，学习能力强。 5、能吃苦耐劳，有较强的沟通能力和团队合作精神。,1329797038@qq.com
江苏农博生物科技有限公司,国内销售员,【本科】农学,5,4500-5999,本科,全职,1、大学本科学历； 2、化工及化工相关专业，有从事化工产品销售工作一年以上经验者优先； 3、工作勤奋，积极向上，性格开朗，市场开拓能力强； 4、能吃苦耐劳，有较强的沟通能力和团队合作精神。,1329797038@qq.com
江苏农博生物科技有限公司,农药登记员,【本科】农学,5,4500-5999,本科,全职,1、有意从事农药境外登记工作； 2、制药、农药、植保等相关专业大学本科或研究生学历，专业知识扎实； 3、英语6级，熟悉化工、农药专业英语，较强的专业英语书面能力和一定的英语口语交流能力； 4、较强的沟通能力和资料文献查询、搜集、编写能力；,1329797038@qq.com
江苏农博生物科技有限公司,外贸助理,【本科】农学,5,4500-5999,本科,全职,1、英语四级以上，具有很强的听说写能力  2、有从事农化相关产品外销工作1年以上者优先 3、工作勤奋，性格开朗，五官端正 4、能吃苦耐劳，有较强的沟通能力和团队合作精神 5、缴纳五险一金，做五休二，可提供住宿,1329797038@qq.com
湖北盛世欣兴格力电器销售有限公司,管理培训生,"【本科】市场营销,【本科】工商管理,【本科】国际经济与贸易,【本科】机械设计制造及其自动化,【本科】机械电子工程,【本科】自动化",10,4500-5999,本科,全职,,hbgreehr@163.com
湖北盛世欣兴格力电器销售有限公司,桌面运维工程师,【本科】计算机科学与技术,2,4500-5999,本科,全职,,hbgreehr@163.com
光明牧业有限公司,畜牧兽医,"【本科】动物医学,【本科】动物科学",30,2000-2999,本科,实习,,jiangchunyang@brightdairy.com
武汉新东方培训学校,明星教师,不限专业,200,8000-9999,本科,全职,本科及以上学历 不限专业 有教师资格证优先,wh_xyzp@xdf.cn
武汉景域园林景观设计工程有限公司,景观设计师,"【本科】园林,【本科】园艺,【本科】风景园林",5,4500-5999,本科,全职,,2868056560@qq.com
武汉景域园林景观设计工程有限公司,施工图设计师,"【本科】园林,【本科】园艺,【本科】风景园林",5,4500-5999,本科,全职,,2868056560@qq.com
武汉景域园林景观设计工程有限公司,实习生,"【本科】园林,【本科】园艺,【本科】风景园林",10,1500以下,本科,全职,,2868056560@qq.com
武汉市汉阳市政建设集团公司,施工岗,"【本科】林学,【本科】园林,【本科】设施农业科学与工程,【本科】园艺,【本科】风景园林",50,50000及以上,本科,全职,,892321798@qq.com
